name,type,equipment,frequency,day_of_week,fortnite,month,day_of_month,start_date,end_date,assigned_to,start_hour,end_hour,description
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-18.O2PP2 - INSTRUMENTS, CSS: SA-39-18-PRODUCT BOILER O2 PUMP.2 ENERGY REL. PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-18.TFPMP - INSTRUMENTS, CSS: SA-39-18 TRK FILL PUMP ENERGY REL. PREVNTN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-18BUPMP1 - INSTRUMENTS, CSS: SA-39-18 BU PUMP1 ENERGY REL. PREVNTN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-18BUPMP2 - INSTRUMENTS, CSS: SA-39-18 BU PUMP2 ENERGY REL. PREVNTN",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND014-GENL-CSS-SA-39-19 - INSTRUMENTS, CSS: SA-39-19-FADV SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-19 - INSTRUMENTS, CSS: SA-39-19-FADV SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-22.BAHX - INSTRUMENTS, CSS: SA-39-22 - BAHX O2 BLR.ENERGEY REL. PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-22.PHX - INSTRUMENTS, CSS: SA-39-22 -PHX O2 BLR.ENERGEY REL. PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-48 - INSTRUMENTS, CSS: SA-39-48 TRK FILL CRYO SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-50.BASE - INSTRUMENTS, CSS: SA-39-50 SAFE 02 DELIVERY BASE PLANT",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-50.DRIOX - INSTRUMENTS, CSS: SA-39-50 SAFE 02 DELIVERY DRIOX",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND014-GENL-CSS-SA-39-50TIELNE - INSTRUMENTS, CSS: SA-39-50 MPO2 TIE LINE PORTION AT TATA1, SAFE O2 DELIVERY",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-50TIELNE - INSTRUMENTS, CSS: SA-39-50 MPO2 TIE LINE PORTION AT TATA1, SAFE O2 DELIVERY",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-6.TNK.LR - INSTRUMENTS, CSS: SA-39-6 - LR TANKS SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-6TNK.BLK - INSTRUMENTS, CSS: SA-39-6 - BULK STORAGE TANKS SPILL PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7.BU.AR. - INSTRUMENTS, CSS: SA-39-7 - BACK UP AR. PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7.BU.O2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP O2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7.N2 PHX - INSTRUMENTS, CSS: SA-39-7 - PRODUCT N2  LINE FROM PHX BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7.PHXPLN - INSTRUMENTS, CSS: SA-39-7 - PRODUCT O2  LINE FROM PHX BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7.WN2PHX - INSTRUMENTS, CSS: SA-39-7 - WASTE N2 LINE FROM PHX BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7BU.HPN2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP HP N2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7BU.MPN2 - INSTRUMENTS, CSS: SA-39-7 - BACK UP MP N2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7INST.N2 - INSTRUMENTS, CSS: SA-39-7 - INST. AIR BACK UP N2 PIPE LINE BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Functional Testing of CSS Loops,Schedule,"IND014-GENL-CSS-SA-39-7TIELINE - INSTRUMENTS, CSS: SA-39-7 MPO2 TIE LINE PORTION AT TATA1, BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0296-09
OSS: Calibration of CSS Instrumentation,Schedule,"IND014-GENL-CSS-SA-39-7TIELINE - INSTRUMENTS, CSS: SA-39-7 MPO2 TIE LINE PORTION AT TATA1, BREAK PREVENTION",Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0295-09
Reagent Check Test; Required for COP: SA-40-5,Schedule,"IND014-GENL-CSS-SA-40-5 - INSTRUMENTS, CSS: SA-40-5 HIGH C2H2 CONC. IN MC",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,STD-0048-09
Ground Grid – Major Maintenance,Schedule,IND014-GENL-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0506-09
INSPECT THE EQPT AND TAKE A SET OF PARAMETERS,Schedule,IND014-GENL-ELEC - .,Monthly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-018-09
PERIODIC ENERGYMETER CALIBRATION,Schedule,IND014-GENL-ELEC - .,Annually,5,3,5,29,2020-05-28,,INDJSEBXG2,14:30:07,23:30:07,IND014-125-09
Downloading of data & settings from all neumerical relays,Schedule,IND014-GENL-ELEC - .,Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-117-09
Monitoring of all panel temp./or addition of RTD's,Schedule,IND014-GENL-INST - INSTRUMENTATION-GENERAL,Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND000-010-09
CHECKING OF DRIOX AREA FLANGE BOLT TIGHTNESS AND TORQUING AS PER STANDARD,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-128-09
Ïnspection and clearing silencer drain and muffler ,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,INDJSESXS2,14:30:07,23:30:07,IND014-130-09
Ïnspection and clearing silencer drain and muffler ,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,INDJSESXS2,14:30:07,23:30:07,IND014-130-09
Mechanical Inspection of Fixed Equipment,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0298-09
LOCAL CONTROL PANEL  AC MAINTENANCE,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,IND014-038-09
Inspection of product pipeline upto battery limit for any abnormal observation,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-131-09
Inspection of Vibration Targets / Fixing of missing targets,Schedule,IND014-GENL-ROUTE - GENERAL ROUTE,Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND014-124-09
Periodic check of molybdate level in chiller water loop,Schedule,IND014-PLT1-CHLR - CHILLER,Half yearly,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND014-0131-09
INSPECTION AND CLEANING OF LIMIT SWITCHES OF PP BED VALVES,Schedule,IND014-PLT1-PP - PREPURIFIER,Annually,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-127-09
CALIBRATION CYLINDER PRESSURE CHECK,Schedule,"IND014-PLT1-PROC-CAL.GAS.CYL - ANALYZER, CALIBRATION GAS CYLINDERS",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,IND014-042-09
INSPECTION & CHECK OF INSTRUMENTS IN FIRE EQUIPMENTS,Schedule,IND014-UTIL-FIREQUIP-INST - .,Half yearly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,ACMS-7037-09
REPLACE/SERVICE DEMISTER FILTER,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-002-09
INSPECT  INLET AND OUTLET EXPANSION JOINTS,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-007-09
Gearbox Inspection - Gearbox with Gear driven oil Pump,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0279-09
Inlet Guide Vanes(IGV) - Inspection and Functional test,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0273-09
Main Drive Coupling Service (Inspection),Schedule,"129649 - COMPRESSOR, HPMNC#3",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0197-09
Complete Overhauling of IGV on Cameron Machines,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-062-09
Discharge Check Valve Inspection,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Main Oil Pump Coupling Replacement,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-060-09
Isolation circuit test for HP GAN,Schedule,"129649 - COMPRESSOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*PROD-TATA,14:30:07,23:30:07,IND018-085-09
"Motors, Form Wound Synchronous – Periodic Maintenance",Schedule,"129650 - MOTOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0586-09
"Motors, Form Wound Synchronous – Major Maintenance",Schedule,"129650 - MOTOR, HPMNC#3",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0587-09
Motor Space and Terminal Box Heater – Periodic Inspection,Schedule,"129650 - MOTOR, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0580-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"129651 - MOTOR,AUX. OIL, HPMNC#3",Quarterly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"129651 - MOTOR,AUX. OIL, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Check oil supply temp., if > 48 deg C, clean oil cooler",Schedule,"129653 - HX, LUBE OIL COOLER,HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-041-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"129654 - HX, INTERCOOLER#1, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"129655 - HX, INTERCOOLER#2, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"129656 - HX, INTERCOOLER#3, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
"Check Cooler Approach, if > 8 deg C clean cooler",Schedule,"129657 - HX, INTERCOOLER#4, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-001-09
Main Oil Pump Coupling Inspection,Schedule,"129660 - PUMP, MAIN OIL,HPMNC#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0006-09
Auxiliary Oil Pump Coupling Inspection,Schedule,"129661 - PUMP, AUX. OIL, HPMNC#3",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0027-09
Electric Heater and Dryer – Periodic Maintenance,Schedule,"129663 - HEATER, RESERVOIR OIL , HPMNC#3",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0548-09
Rolling Element Bearing Regreasing Route,Schedule,"166265 - MOTOR, #4, COOLING WATER PUMP",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
"Motors, Random Wound – Periodic Maintenance",Schedule,"166265 - MOTOR, #4, COOLING WATER PUMP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0590-09
"Motors, Random Wound – Major Maintenance",Schedule,"166265 - MOTOR, #4, COOLING WATER PUMP",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
General Service Coupling Inspection,Schedule,"166266 - PUMP, #4, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Rolling Element Bearing Regreasing Route,Schedule,"166266 - PUMP, #4, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0024-09
CT Pump inlet strainer cleaning,Schedule,"166266 - PUMP, #4, COOLING WATER",Quarterly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-007-09
Discharge Check Valve Inspection,Schedule,"166266 - PUMP, #4, COOLING WATER",Annually,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0007-09
Water Pumps inspection and overhauling,Schedule,"166266 - PUMP, #4, COOLING WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND000-008-09
OSS: Calibration of CSS Analyzers,Schedule,"167093 - ANALYZER, AE44A CO MONITOR FOR PLANT AREA",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
OSS: Calibration of CSS Analyzers,Schedule,"167094 - ANALYZER, AE44B CO MONITOR FOR PLANT AREA",Monthly,5,3,5,29,2020-05-28,,*INST-TATA,14:30:07,23:30:07,STD-0820-09
Rolling Element Bearing Regreasing Route,Schedule,"188299 - PUMP, #3  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0024-09
General Service Coupling Inspection,Schedule,"188299 - PUMP, #3  CHILLED WATER",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,STD-0218-09
Rolling Element Bearing Regreasing Route,Schedule,"188300 - MOTOR, Chilled water Pump #3",Half yearly,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0024-09
EOT-Periodic Mechanical Inspection,Schedule,"189155 - Gear Box, EOT 16/2 Ton",Half yearly,5,3,5,29,2020-05-28,,*MECH-TATA,14:30:07,23:30:07,IND018-080-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67371 - BREAKER, 11KV  UNIT 11, FEED TO MAC1 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67371 - BREAKER, 11KV  UNIT 11, FEED TO MAC1 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67372 - BREAKER, 11KV UNIT 11X, CCB1,RED. VOLT. CONNECTION TO MAC1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67372 - BREAKER, 11KV UNIT 11X, CCB1,RED. VOLT. CONNECTION TO MAC1",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67373 - BREAKER, 11KV  UNIT 12, FEED TO MAC2 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67373 - BREAKER, 11KV  UNIT 12, FEED TO MAC2 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67374 - BREAKER, 11KV  UNIT 12X, CCB2,RED.VOLT. CONNECTION TO MAC2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67374 - BREAKER, 11KV  UNIT 12X, CCB2,RED.VOLT. CONNECTION TO MAC2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67375 - BREAKER, 11KV  UNIT 13, FEED TO HPMNC-2 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67375 - BREAKER, 11KV  UNIT 13, FEED TO HPMNC-2 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67376 - BREAKER, 11KV  UNIT 13X, CCB3, RED. VOLT. CONNECTION TO HPMNC-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67376 - BREAKER, 11KV  UNIT 13X, CCB3, RED. VOLT. CONNECTION TO HPMNC-2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67377 - BREAKER, 11KV  UNIT 10X, NCB, MOTOR AUTO TRAFO. NEUTRAL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67377 - BREAKER, 11KV  UNIT 10X, NCB, MOTOR AUTO TRAFO. NEUTRAL",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67378 - BREAKER, 11KV  UNIT 10Z, TCB1 80% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67378 - BREAKER, 11KV  UNIT 10Z, TCB1 80% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67379 - BREAKER, 11KV  UNIT 10Y, TCB2 90% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67379 - BREAKER, 11KV  UNIT 10Y, TCB2 90% TAP",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67380 - BREAKER, 11KV  UNIT 10, SCB-FEED TO AUTO XFMR PRIMARY",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67380 - BREAKER, 11KV  UNIT 10, SCB-FEED TO AUTO XFMR PRIMARY",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67381 - BREAKER, 11KV  UNIT14,  INCOMER FROM TR 02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67381 - BREAKER, 11KV  UNIT14,  INCOMER FROM TR 02",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67382 - BREAKER, 11KV  UNIT17,  FEED TO XFMR 11KV/415V TR 03",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67382 - BREAKER, 11KV  UNIT17,  FEED TO XFMR 11KV/415V TR 03",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67383 - BREAKER, 11KV  UNIT18,  FEED TO HPMNC-01 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67383 - BREAKER, 11KV  UNIT18,  FEED TO HPMNC-01 MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67384 - BREAKER, 11KV  UNIT19,  FEED TO LP MNC MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67384 - BREAKER, 11KV  UNIT19,  FEED TO LP MNC MOTOR",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
Medium Voltage Breaker - Periodic Maintenance,Schedule,"67385 - BREAKER, 11KV  UNIT20, 11KV TIE BREAKER - 2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0520-09
Medium Voltage Breaker – Major Maintenance,Schedule,"67385 - BREAKER, 11KV  UNIT20, 11KV TIE BREAKER - 2",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0596-09
"Motors, Random Wound – Major Maintenance",Schedule,"67386 - MOTOR, VAPOURIZER FAN #5 (HPN2 VAP#1)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67387 - MOTOR, VAPOURIZER FAN #6 (HPN2 VAP#2)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67388 - MOTOR, VAPOURIZER FAN #7  (HPN2 VAP#3)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67389 - MOTOR, VAPOURIZER FAN #8  (HPN2 VAP#4)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67390 - MOTOR, VAPOURIZER FAN #9  (HPN2 VAP#5)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67391 - MOTOR, VAPOURIZER FAN #10  (HPN2 VAP#6)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67392 - MOTOR, VAPOURIZER FAN #11  (HPN2 VAP#7)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67393 - MOTOR, VAPOURIZER FAN #12  (HPN2 VAP#8)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67394 - MOTOR, VAPOURIZER FAN #1 (O2 VAP#1)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67395 - MOTOR, VAPOURIZER FAN #2 (O2 VAP#2)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67396 - MOTOR, VAPOURIZER FAN #3 (O2 VAP#3)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
"Motors, Random Wound – Major Maintenance",Schedule,"67397 - MOTOR, VAPOURIZER FAN #4 (O2 VAP#4)",Annually,5,3,5,29,2020-05-28,,*ELEC-TATA,14:30:07,23:30:07,STD-0591-09
